number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0006767,Resolved,True,0,0,2,True,Caller 1760,Opened by  40,14/3/2016 14:08,Created by 20,14/3/2016 14:13,Updated by 60,16/3/2016 11:06,Phone,Location 143,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,16/3/2016 11:06,24/3/2016 19:00
INC0006767,Closed,False,0,0,3,False,Caller 1760,Opened by  40,14/3/2016 14:08,Created by 20,14/3/2016 14:13,Updated by 908,24/3/2016 19:00,Phone,Location 143,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,16/3/2016 11:06,24/3/2016 19:00
INC0006768,New,True,0,0,0,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 60,14/3/2016 14:18,Phone,Location 46,Category 44,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,New,True,1,0,1,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 164,14/3/2016 16:39,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,New,True,2,0,2,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 131,14/3/2016 17:46,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,Active,True,2,0,3,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 467,14/3/2016 20:17,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,Active,True,3,0,4,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 21,15/3/2016 08:51,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,Active,True,3,0,5,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 21,15/3/2016 08:52,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,Active,True,3,0,6,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 21,15/3/2016 08:54,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,Resolved,True,4,0,7,True,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 699,16/3/2016 17:34,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006768,Closed,False,4,0,8,False,Caller 68,Opened by  24,14/3/2016 14:09,Created by 13,14/3/2016 14:18,Updated by 908,24/3/2016 19:00,Phone,Location 46,Category 32,Subcategory 300,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,16/3/2016 17:34,24/3/2016 19:00
INC0006769,Active,True,0,0,0,True,Caller 3919,Opened by  17,14/3/2016 14:12,Created by 10,14/3/2016 14:21,Updated by 44,14/3/2016 14:21,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 14:10,24/3/2016 19:00
INC0006769,Active,True,0,0,1,True,Caller 3919,Opened by  17,14/3/2016 14:12,Created by 10,14/3/2016 14:21,Updated by 994,15/3/2016 08:47,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 14:10,24/3/2016 19:00
INC0006769,Active,True,0,0,2,True,Caller 3919,Opened by  17,14/3/2016 14:12,Created by 10,14/3/2016 14:21,Updated by 994,15/3/2016 08:48,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 14:10,24/3/2016 19:00
INC0006769,Resolved,True,0,0,3,True,Caller 3919,Opened by  17,14/3/2016 14:12,Created by 10,14/3/2016 14:21,Updated by 994,15/3/2016 14:10,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 14:10,24/3/2016 19:00
INC0006769,Closed,False,0,0,4,False,Caller 3919,Opened by  17,14/3/2016 14:12,Created by 10,14/3/2016 14:21,Updated by 908,24/3/2016 19:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,15/3/2016 14:10,24/3/2016 19:00
INC0006770,New,True,0,0,0,True,Caller 494,Opened by  91,14/3/2016 14:12,Created by 42,14/3/2016 14:16,Updated by 164,14/3/2016 14:16,Phone,Location 51,Category 46,Subcategory 231,Symptom 211,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 137,19/4/2016 16:21,24/4/2016 17:07
INC0006770,New,True,0,0,1,True,Caller 494,Opened by  91,14/3/2016 14:12,Created by 42,14/3/2016 14:16,Updated by 164,14/3/2016 14:20,Phone,Location 51,Category 46,Subcategory 231,Symptom 211,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 137,19/4/2016 16:21,24/4/2016 17:07
INC0006770,Active,True,0,0,3,True,Caller 494,Opened by  91,14/3/2016 14:12,Created by 42,14/3/2016 14:16,Updated by 44,19/3/2016 08:35,Phone,Location 51,Category 46,Subcategory 231,Symptom 211,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 137,19/4/2016 16:21,24/4/2016 17:07
INC0006770,Awaiting User Info,True,0,0,5,True,Caller 494,Opened by  91,14/3/2016 14:12,Created by 42,14/3/2016 14:16,Updated by 609,22/3/2016 17:55,Phone,Location 51,Category 46,Subcategory 231,Symptom 211,?,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 137,19/4/2016 16:21,24/4/2016 17:07
