number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0002320,Active,True,1,0,5,True,Caller 295,Opened by  40,4/3/2016 09:43,Created by 20,4/3/2016 09:44,Updated by 213,7/3/2016 12:31,Phone,Location 210,Category 26,Subcategory 175,Symptom 119,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 12:32,23/5/2016 11:07
INC0002320,Resolved,True,1,0,6,True,Caller 295,Opened by  40,4/3/2016 09:43,Created by 20,4/3/2016 09:44,Updated by 213,7/3/2016 12:32,Phone,Location 210,Category 26,Subcategory 175,Symptom 119,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 12:32,23/5/2016 11:07
INC0002320,Closed,False,1,0,7,False,Caller 295,Opened by  40,4/3/2016 09:43,Created by 20,4/3/2016 09:44,Updated by 908,23/5/2016 11:07,Phone,Location 210,Category 26,Subcategory 175,Symptom 119,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 12:32,23/5/2016 11:07
INC0002321,New,True,0,0,0,True,Caller 383,Opened by  443,4/3/2016 09:44,Created by 192,4/3/2016 09:52,Updated by 809,4/3/2016 09:52,Phone,Location 204,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 15:52,24/3/2016 18:40
INC0002321,New,True,1,0,1,True,Caller 383,Opened by  443,4/3/2016 09:44,Created by 192,4/3/2016 09:52,Updated by 859,4/3/2016 10:39,Phone,Location 204,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 15:52,24/3/2016 18:40
INC0002321,New,True,1,0,3,True,Caller 383,Opened by  443,4/3/2016 09:44,Created by 192,4/3/2016 09:52,Updated by 213,9/3/2016 15:52,Phone,Location 204,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 15:52,24/3/2016 18:40
INC0002321,Resolved,True,1,0,4,True,Caller 383,Opened by  443,4/3/2016 09:44,Created by 192,4/3/2016 09:52,Updated by 213,9/3/2016 15:52,Phone,Location 204,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 15:52,24/3/2016 18:40
INC0002321,Closed,False,1,0,5,False,Caller 383,Opened by  443,4/3/2016 09:44,Created by 192,4/3/2016 09:52,Updated by 908,24/3/2016 18:40,Phone,Location 204,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 15:52,24/3/2016 18:40
INC0002322,New,True,0,0,0,True,Caller 420,Opened by  9,4/3/2016 09:44,Created by 5,4/3/2016 09:56,Updated by 20,4/3/2016 09:56,Phone,Location 204,Category 55,Subcategory 170,Symptom 121,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 13:21,24/3/2016 18:40
INC0002322,New,True,0,0,2,True,Caller 420,Opened by  9,4/3/2016 09:44,Created by 5,4/3/2016 09:56,Updated by 213,9/3/2016 13:21,Phone,Location 204,Category 55,Subcategory 170,Symptom 121,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 13:21,24/3/2016 18:40
INC0002322,Resolved,True,0,0,3,True,Caller 420,Opened by  9,4/3/2016 09:44,Created by 5,4/3/2016 09:56,Updated by 213,9/3/2016 13:21,Phone,Location 204,Category 55,Subcategory 170,Symptom 121,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 13:21,24/3/2016 18:40
INC0002322,Closed,False,0,0,4,False,Caller 420,Opened by  9,4/3/2016 09:44,Created by 5,4/3/2016 09:56,Updated by 908,24/3/2016 18:40,Phone,Location 204,Category 55,Subcategory 170,Symptom 121,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 13:21,24/3/2016 18:40
INC0002323,Active,True,0,0,0,True,Caller 5196,Opened by  501,4/3/2016 09:44,?,?,Updated by 908,4/3/2016 09:44,Phone,Location 231,Category 32,Subcategory 9,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 233,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,4/3/2016 11:11,9/3/2016 12:00
INC0002323,Active,True,0,0,1,True,Caller 5196,Opened by  501,4/3/2016 09:44,?,?,Updated by 915,4/3/2016 11:11,Phone,Location 231,Category 32,Subcategory 9,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 233,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,4/3/2016 11:11,9/3/2016 12:00
INC0002323,Resolved,True,0,0,2,True,Caller 5196,Opened by  501,4/3/2016 09:44,?,?,Updated by 915,4/3/2016 11:11,Phone,Location 231,Category 32,Subcategory 9,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 233,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,4/3/2016 11:11,9/3/2016 12:00
INC0002323,Closed,False,0,0,3,True,Caller 5196,Opened by  501,4/3/2016 09:44,?,?,Updated by 908,9/3/2016 12:00,Phone,Location 231,Category 32,Subcategory 9,Symptom 4,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 233,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 212,4/3/2016 11:11,9/3/2016 12:00
INC0002325,New,True,0,0,0,True,Caller 93,Opened by  193,4/3/2016 09:46,Created by 88,4/3/2016 09:59,Updated by 364,4/3/2016 09:59,Phone,Location 161,Category 45,Subcategory 94,Symptom 609,?,2 - Medium,1 - High,2 - High,Group 33,Resolver 103,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,?,code 6,Resolved by 92,9/3/2016 09:22,14/3/2016 10:00
INC0002325,Active,True,1,0,1,True,Caller 93,Opened by  193,4/3/2016 09:46,Created by 88,4/3/2016 09:59,Updated by 364,4/3/2016 10:35,Phone,Location 161,Category 45,Subcategory 94,Symptom 609,?,2 - Medium,1 - High,2 - High,Group 15,Resolver 103,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,?,code 6,Resolved by 92,9/3/2016 09:22,14/3/2016 10:00
INC0002325,Active,True,1,0,2,True,Caller 93,Opened by  193,4/3/2016 09:46,Created by 88,4/3/2016 09:59,Updated by 364,4/3/2016 10:42,Phone,Location 161,Category 45,Subcategory 94,Symptom 609,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 103,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,?,code 6,Resolved by 92,9/3/2016 09:22,14/3/2016 10:00
INC0002325,Awaiting User Info,True,1,0,3,True,Caller 93,Opened by  193,4/3/2016 09:46,Created by 88,4/3/2016 09:59,Updated by 364,4/3/2016 10:54,Phone,Location 161,Category 45,Subcategory 94,Symptom 609,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 103,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,?,code 6,Resolved by 92,9/3/2016 09:22,14/3/2016 10:00
INC0002325,Awaiting User Info,True,1,0,5,True,Caller 93,Opened by  193,4/3/2016 09:46,Created by 88,4/3/2016 09:59,Updated by 364,7/3/2016 11:17,Phone,Location 161,Category 45,Subcategory 94,Symptom 609,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 103,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,?,code 6,Resolved by 92,9/3/2016 09:22,14/3/2016 10:00
INC0002325,Awaiting User Info,True,1,0,6,True,Caller 93,Opened by  193,4/3/2016 09:46,Created by 88,4/3/2016 09:59,Updated by 364,7/3/2016 16:44,Phone,Location 161,Category 45,Subcategory 94,Symptom 609,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 103,True,True,Do Not Notify,Problem ID  17,CHG0000132,?,?,code 6,Resolved by 92,9/3/2016 09:22,14/3/2016 10:00
INC0002325,Awaiting User Info,True,1,0,7,True,Caller 93,Opened by  193,4/3/2016 09:46,Created by 88,4/3/2016 09:59,Updated by 364,7/3/2016 16:44,Phone,Location 161,Category 45,Subcategory 94,Symptom 609,?,1 - High,1 - High,1 - Critical,Group 15,Resolver 103,True,False,Do Not Notify,Problem ID  17,CHG0000132,?,?,code 6,Resolved by 92,9/3/2016 09:22,14/3/2016 10:00
